publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	platform_url	platform	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publiation_title_id	access_type	preceding_title_journal_id	journal_id	journal_title_history	monograph_parent_collection_title	zdb
Megaproject planning and management : essential readings /		9781784713089 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781781001707/9781781001707.xml|https://doi.org/10.4337/9781784713089			Flyvbjerg, Bent.	eep9781784713089		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Economics of corporate social responsibility		9781784717087 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781783471430/9781783471430.xml|https://doi.org/10.4337/9781784717087			McWilliams, Abagail.	eep9781784717087		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Islam and the challenges of Western capitalism		9781784715823 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781783478880/9781783478880.xml|https://doi.org/10.4337/9781784715823			Çizakça, Murat.	eep9781784715823		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
The economics of outsourcing		9781784713249 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781783471805/9781783471805.xml|https://doi.org/10.4337/9781784713249			Willcocks, Leslie P.	eep9781784713249		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Path dependence and lock-in		9781784713218 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781782545545/9781782545545.xml|https://doi.org/10.4337/9781784713218			Liebowitz, Stan J.	eep9781784713218		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Health, mortality and the standard of living in Europe and North America since 1700		9781784713072 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9780857931788/9780857931788.xml|https://doi.org/10.4337/9781784713072			Floud, Roderick.	eep9781784713072		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
The new evolutionary economics		9781784710477 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781843767268/9781843767268.xml|https://doi.org/10.4337/9781784710477			Dopfer, Kurt.	eep9781784710477		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
The economics of austerity		9781784710460 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781781009208/9781781009208.xml|https://doi.org/10.4337/9781784710460			Konzelmann, Suzanne J.	eep9781784710460		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
International and global strategy		9781784713058 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781848442344/9781848442344.xml|https://doi.org/10.4337/9781784713058			Pedersen, Torben.	eep9781784713058		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Modern monetary policy and central bank governance		9781784710514 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781783472970/9781783472970.xml|https://doi.org/10.4337/9781784710514			Eijffinger, Sylvester.	eep9781784710514		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
The causes and effects of deregulation		9781784710491 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781781006924/9781781006924.xml|https://doi.org/10.4337/9781784710491			MacAvoy, Paul W.	eep9781784710491		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Developments in social impact assessment		9781784713102 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781782547198/9781782547198.xml|https://doi.org/10.4337/9781784713102			Vanclay, Frank.	eep9781784713102		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Recent developments in the economics of science and innovation		9781784710484 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781782545255/9781782545255.xml|https://doi.org/10.4337/9781784710484			Link, Albert N.	eep9781784710484		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Recent developments in trade and the environment		9781784710507 (e-book)							https://www.elgaronline.com/view/Research_Reviews/9781783476039/9781783476039.xml|https://doi.org/10.4337/9781784710507			Copeland, Brian R.	eep9781784710507		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
The politics of climate change negotiations : strategies and variables in prolonged international negotiations /		9781783472116 (e-book)							https://www.elgaronline.com/view/9781783472109.xml|https://doi.org/10.4337/9781783472116			Downie, Christian.	eep9781783472116		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Simulating innovation : computer-based tools for rethinking innovation /		9781783472536 (e-book)							https://www.elgaronline.com/view/9781849801607.xml|https://doi.org/10.4337/9781783472536			Watts, Christopher.	eep9781783472536		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Trade in health : economics, ethics and public policy /		9781782547211 (e-book)							https://www.elgaronline.com/view/9781782547204.xml|https://doi.org/10.4337/9781782547211			Reisman, David.	eep9781782547211		fulltext		Edward Elgar,	Monograph		2014						P					
The role of the postal and delivery sector in a digital age		9781782546344 (e-book)							https://www.elgaronline.com/view/9781782546337.xml|https://doi.org/10.4337/9781782546344				eep9781782546344		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Urban competitiveness and innovation		9781781007921 (e-book)							https://www.elgaronline.com/view/9781781007914.xml|https://doi.org/10.4337/9781781007921				eep9781781007921		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Regional development and proximity relations		9781781002896 (e-book)							https://www.elgaronline.com/view/9781781002889.xml|https://doi.org/10.4337/9781781002896				eep9781781002896		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Knowledge, diversity and performance in European higher education : a changing landscape /		9781783472000 (e-book)							https://www.elgaronline.com/view/9781782540717.xml|https://doi.org/10.4337/9781783472000				eep9781783472000		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Agglomeration, clusters and entrepreneurship : studies in regional economic development /		9781783472635 (e-book)							https://www.elgaronline.com/view/9781849809269.xml|https://doi.org/10.4337/9781783472635				eep9781783472635		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
International yearbook of industrial statistics 2014		9781783473908 (e-book)							https://www.elgaronline.com/view/9781783473892.xml|https://doi.org/10.4337/9781783473908				eep9781783473908		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014		20th ed.				P					
The global financial crisis and housing : a new policy paradigm /		9781783472888 (e-book)							https://www.elgaronline.com/view/9781783472871.xml|https://doi.org/10.4337/9781783472888				eep9781783472888		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Vanity economics : an economic exploration of sex, marriage and family /		9781783472314 (e-book)							https://www.elgaronline.com/view/9781783472307.xml|https://doi.org/10.4337/9781783472314			Fan, C. Simon.	eep9781783472314		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
A handbook of alternative theories of public economics		9781781004715 (e-book)							https://www.elgaronline.com/view/9781781004708.xml|https://doi.org/10.4337/9781781004715				eep9781781004715		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
New developments in economic education		9781782549727 (e-book)							https://www.elgaronline.com/view/9781782549710.xml|https://doi.org/10.4337/9781782549727				eep9781782549727		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook on agriculture, biotechnology and development		9780857938350 (e-book)							https://www.elgaronline.com/view/9780857938343.xml|https://doi.org/10.4337/9780857938350				eep9780857938350		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Reframing economics : economic action as imperfect cooperation /		9781782546429 (e-book)							https://www.elgaronline.com/view/9781782546412.xml|https://doi.org/10.4337/9781782546429			McCain, Roger A.	eep9781782546429		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Food consumption in China : the revolution continues /		9781782549208 (e-book)							https://www.elgaronline.com/view/9781782549192.xml|https://doi.org/10.4337/9781782549208			Zhou, Zhang-Yue.	eep9781782549208		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Dictionary of industrial organization		9781783471980 (e-book)							https://www.elgaronline.com/view/nlm-book/9781843769149/9781843769149.xml|https://doi.org/10.4337/9781783471980			Norman, George.	eep9781783471980		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Sustainable urban water environment : climate, pollution and adaptation /		9781781004647 (e-book)							https://www.elgaronline.com/view/9781781004630.xml|https://doi.org/10.4337/9781781004647			Goonetilleke, Ashantha.	eep9781781004647		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook on food : demand, supply, sustainability and security /		9781781004296 (e-book)							https://www.elgaronline.com/view/9781781004289.xml|https://doi.org/10.4337/9781781004296				eep9781781004296		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
The economic and political aftermath of the Arab Spring : perspectives from Middle East and North African countries /		9781782540915 (e-book)							https://www.elgaronline.com/view/9781782540908.xml|https://doi.org/10.4337/9781782540915				eep9781782540915		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Global biodiversity finance : the case for international payments for ecosystem services /		9781782546955 (e-book)							https://www.elgaronline.com/view/9781782546948.xml|https://doi.org/10.4337/9781782546955				eep9781782546955		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Global environmental governance, technology and politics : the Anthropocene Gap /		9781781955550 (e-book)							https://www.elgaronline.com/view/9781781955543.xml|https://doi.org/10.4337/9781781955550			Galaz, Victor.	eep9781781955550		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Carbon pricing : early experience and future prospects /		9781782547747 (e-book)							https://www.elgaronline.com/view/9781782547730.xml|https://doi.org/10.4337/9781782547747				eep9781782547747		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
China's urbanization and the world economy		9781781001882 (e-book)							https://www.elgaronline.com/view/9781781001875.xml|https://doi.org/10.4337/9781781001882			Zhang, Fan.	eep9781781001882		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Urban economics and urban policy : challenging conventional policy wisdom /		9781781952528 (e-book)							https://www.elgaronline.com/view/9781781952511.xml|https://doi.org/10.4337/9781781952528			Cheshire, Paul C.	eep9781781952528		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Innovation and inequality : emerging technologies in an unequal world /		9781781951675 (e-book)							https://www.elgaronline.com/view/9781781951668.xml|https://doi.org/10.4337/9781781951675				eep9781781951675		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Economists and the state : what went wrong /		9781781951934 (e-book)							https://www.elgaronline.com/view/9781781951927.xml|https://doi.org/10.4337/9781781951934			Roth, Timothy P.	eep9781781951934		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Entrepreneurial action, public policy, and economic outcomes		9781781005798 (e-book)							https://www.elgaronline.com/view/9781781005781.xml|https://doi.org/10.4337/9781781005798				eep9781781005798		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook on waste management		9780857936868 (e-book)							https://www.elgaronline.com/view/9780857936851.xml|https://doi.org/10.4337/9780857936868				eep9780857936868		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Knowledge-intensive entrepreneurship in low-tech industries		9781783472048 (e-book)							https://www.elgaronline.com/view/9781783472031.xml|https://doi.org/10.4337/9781783472048				eep9781783472048		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Intellectual property for economic development		9781782548058 (e-book)							https://www.elgaronline.com/view/9781782548041.xml|https://doi.org/10.4337/9781782548058				eep9781782548058		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Post-Keynesian economics : new foundations /		9781783475827 (e-book)							https://www.elgaronline.com/view/9781847204837.xml|https://doi.org/10.4337/9781783475827			Lavoie, Marc.	eep9781783475827		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
Handbook on the economics of ecosystem services and biodiversity		9781781951514 (e-book)							https://www.elgaronline.com/view/9781781951507.xml|https://doi.org/10.4337/9781781951514				eep9781781951514		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
World statistics on mining and utilities 2014		9781783477968 (e-book)							https://www.elgaronline.com/view/9781783477951.xml|https://doi.org/10.4337/9781783477968				eep9781783477968		fulltext		Edward Elgar Pub. Ltd.,	Monograph		2014						P					
