identifier.ppn	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	platform_url	platform	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publiation_title_id	access_type	preceding_title_journal_id	journal_id	journal_title_history	monograph_parent_collection_title	zdb
058488456	A research agenda for entrepreneurship policy		978-1-78643-094-6							https://www.elgaronline.com/view/edcoll/9781786430939/9781786430939.xml|https://doi.org/10.4337/9781786430946						fulltext		Edward Elgar Publishing	Monograph		2020			Smallbone			P					
058488448	Handbook of entrepreneurship and marketing		978-1-78536-457-0							https://www.elgaronline.com/view/edcoll/9781785364563/9781785364563.xml|https://doi.org/10.4337/9781785364570						fulltext		Edward Elgar Publishing	Monograph		2020			Fillis			P					
05848843X	Handbook of theory and methods in applied health research : questions, methods and choices		978-1-78536-321-4							https://www.elgaronline.com/view/edcoll/9781785363207/9781785363207.xml|https://doi.org/10.4337/9781785363214						fulltext		Edward Elgar Publishing	Monograph		2020			Douglas			P					
058488421	Diversity, innovation and clusters : spatial perspectives		978-1-78990-258-7							https://www.elgaronline.com/view/edcoll/9781789902570/9781789902570.xml|https://doi.org/10.4337/9781789902587						fulltext		Edward Elgar Publishing	Monograph		2020			Bernhard			P					
058488413	Sustainable wellbeing futures : a research and action agenda for ecological economics		978-1-78990-095-8							https://www.elgaronline.com/view/edcoll/9781789900941/9781789900941.xml|https://doi.org/10.4337/9781789900958						fulltext		Edward Elgar Publishing	Monograph		2020			Costanza			P					
058488405	Handbook on wellbeing, happiness and the environment		978-1-78811-934-4							https://www.elgaronline.com/view/edcoll/9781788119337/9781788119337.xml|https://doi.org/10.4337/9781788119344						fulltext		Edward Elgar Publishing	Monograph		2020			Maddison			P					
058488391	Why ethical behaviour is good for the economy : towards growth, wellbeing and freedom		978-1-78254-945-1							https://www.elgaronline.com/view/9781782549444/9781782549444.xml|https://doi.org/10.4337/9781782549451			Altman			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058488383	Tax tyranny		978-1-78990-703-2							https://www.elgaronline.com/view/9781789907025/9781789907025.xml|https://doi.org/10.4337/9781789907032			Salin			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058488375	Productivity perspectives		978-1-78897-880-4							https://www.elgaronline.com/view/edcoll/9781788978798/9781788978798.xml|https://doi.org/10.4337/9781788978804						fulltext		Edward Elgar Publishing	Monograph		2020			McCann			P					
058488367	Handbook of cultural economics		978-1-78897-580-3							https://www.elgaronline.com/view/edcoll/9781788975797/9781788975797.xml|https://doi.org/10.4337/9781788975803						fulltext		Edward Elgar Publishing	Monograph		2020		Third edition	Towse			P					
058488359	Aggregate demand and employment : international perspectives		978-1-78643-205-6							https://www.elgaronline.com/view/edcoll/9781786432049/9781786432049.xml|https://doi.org/10.4337/9781786432056						fulltext		Edward Elgar Publishing	Monograph		2020			MacLean			P					
058488340	Outcome uncertainty in sporting events : winning, losing and competitive balance		978-1-83910-217-2							https://www.elgaronline.com/view/edcoll/9781839102165/9781839102165.xml|https://doi.org/10.4337/9781839102172						fulltext		Edward Elgar Publishing	Monograph		2020			Rodríguez			P					
058488332	Inequalities and the progressive era : breakthroughs and legacies		978-1-78897-265-9							https://www.elgaronline.com/view/edcoll/9781788972642/9781788972642.xml|https://doi.org/10.4337/9781788972659						fulltext		Edward Elgar Publishing	Monograph		2020			Vallet			P					
058488324	Handbook on the economics of climate change		978-0-85793-906-7							https://www.elgaronline.com/view/edcoll/9780857939050/9780857939050.xml|https://doi.org/10.4337/9780857939067						fulltext		Edward Elgar Publishing	Monograph		2020			Chichilnisky			P					
058488316	Classical economic theory and the modern economy		978-1-78643-357-2							https://www.elgaronline.com/view/9781786433565.xml|https://doi.org/10.4337/9781786433572			Kates			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058488308	A research agenda for environmental economics		978-1-78990-005-7							https://www.elgaronline.com/view/edcoll/9781789900040/9781789900040.xml|https://doi.org/10.4337/9781789900057						fulltext		Edward Elgar Publishing	Monograph		2020			Ruth			P					
058488294	Intergovernmental transfers in federations		978-1-78990-085-9							https://www.elgaronline.com/view/edcoll/9781789900842/9781789900842.xml|https://doi.org/10.4337/9781789900859						fulltext		Edward Elgar Publishing	Monograph		2020			Yilmaz			P					
058488286	Understanding economic inequality : bigger pies and just deserts		978-1-78897-160-7							https://www.elgaronline.com/view/9781788971591.xml|https://doi.org/10.4337/9781788971607			Knoop			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058488278	Evolutionary spatial economics : understanding economic geography and location over time		978-1-78536-899-8							https://www.elgaronline.com/view/9781785368981/9781785368981.xml|https://doi.org/10.4337/9781785368998			"Jovanović"			fulltext		Edward Elgar Publishing	Monograph		2020						P					
05848826X	International yearbook of industrial statistics 2020		978-1-78990-571-7							https://www.elgaronline.com/view/9781789905700.xml|https://doi.org/10.4337/9781789905717						fulltext		Edward Elgar Publishing Limited	Monograph		2020						P					
058488251	Teaching cultural economics		978-1-78897-074-7							https://www.elgaronline.com/view/edcoll/9781788970730/9781788970730.xml|https://doi.org/10.4337/9781788970747						fulltext		Edward Elgar Publishing	Monograph		2020			Bille			P					
058488243	The handbook of diverse economies		978-1-78811-996-2							https://www.elgaronline.com/view/edcoll/9781788119955/9781788119955.xml|https://doi.org/10.4337/9781788119962						fulltext		Edward Elgar Publishing	Monograph		2020			Gibson-Graham			P					
058488235	Teaching the essentials of law and economics		978-1-78897-774-6							https://www.elgaronline.com/view/9781788977739.xml|https://doi.org/10.4337/9781788977746			Dnes			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058488227	Malthus across nations : the reception of Thomas Robert Malthus in Europe, America and Japan		978-1-78897-757-9							https://www.elgaronline.com/view/edcoll/9781788977562/9781788977562.xml|https://doi.org/10.4337/9781788977579						fulltext		Edward Elgar Publishing	Monograph		2020			Faccarello			P					
058488219	Competition law and economics : developments, policies and enforcement trends in the US and Korea		978-1-83910-341-4							https://www.elgaronline.com/view/edcoll/9781839103407/9781839103407.xml|https://doi.org/10.4337/9781839103414						fulltext		Edward Elgar Publishing	Monograph		2020			Choi			P					
058488200	Corporate white-collar crime scandals : detection, investigation, reconstruction		978-1-83910-599-9							https://www.elgaronline.com/view/9781839105982.xml|https://doi.org/10.4337/9781839105999			Gottschalk			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058488197	The imagined organization : spaces, dreams and places		978-1-78990-987-6							https://www.elgaronline.com/view/9781789909869.xml|https://doi.org/10.4337/9781789909876			Kostera			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058488189	Strategic human capital : creating a sustainable competitive advantage		978-1-78990-859-6							https://www.elgaronline.com/view/9781789908589.xml|https://doi.org/10.4337/9781789908596			Lanza			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058488170	Defense technological innovation : issues and challenges in an era of converging technologies		978-1-78990-210-5							https://www.elgaronline.com/view/9781789902099.xml|https://doi.org/10.4337/9781789902105			Rao			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058488162	Career dynamics in a global world : Indian and Western perspectives		978-1-78990-150-4							https://www.elgaronline.com/view/edcoll/9781789901498/9781789901498.xml|https://doi.org/10.4337/9781789901504						fulltext		Edward Elgar Publishing	Monograph		2020			Kadiyil			P					
058488154	Handbook on implementation science		978-1-78897-599-5							https://www.elgaronline.com/view/edcoll/9781788975988/9781788975988.xml|https://doi.org/10.4337/9781788975995						fulltext		Edward Elgar Publishing	Monograph		2020			Nilsen			P					
058488146	Handbook on the temporal dynamics of organizational behavior		978-1-78897-438-7							https://www.elgaronline.com/view/edcoll/9781788974370/9781788974370.xml|https://doi.org/10.4337/9781788974387						fulltext		Edward Elgar Publishing	Monograph		2020			Griep			P					
058488138	Research handbook of responsible management		978-1-78897-196-6							https://www.elgaronline.com/view/edcoll/9781788971959/9781788971959.xml|https://doi.org/10.4337/9781788971966						fulltext		Edward Elgar Publishing	Monograph		2020			Laasch			P					
05848812X	Case studies in work, employment and human resource management		978-1-78897-559-9							https://www.elgaronline.com/view/edcoll/9781788975575/9781788975575.xml|https://doi.org/10.4337/9781788975599						fulltext		Edward Elgar Publishing	Monograph		2020			Dundon			P					
058488111	Multinational enterprises and emerging economies		978-1-78897-892-7							https://www.elgaronline.com/view/9781788978910.xml|https://doi.org/10.4337/9781788978927			Meyer			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058488103	How to keep your doctorate on track : insights from student's and supervisors' experiences		978-1-78897-563-6							https://www.elgaronline.com/view/edcoll/9781788975629/9781788975629.xml|https://doi.org/10.4337/9781788975636						fulltext		Edward Elgar Publishing	Monograph		2020			Townsend			P					
05848809X	Paradox and power in caring leadership : critical and philosophical reflections		978-1-78897-550-6							https://www.elgaronline.com/view/edcoll/9781788975490/9781788975490.xml|https://doi.org/10.4337/9781788975506						fulltext		Edward Elgar Publishing	Monograph		2020			Tomkins			P					
058488081	Handbook of research on stress and well-being in the public sector		978-1-78897-035-8							https://www.elgaronline.com/view/edcoll/9781788970341/9781788970341.xml|https://doi.org/10.4337/9781788970358						fulltext		Edward Elgar Publishing	Monograph		2020			Burke			P					
058488073	Modern day challenges in academia : time for a change		978-1-78811-919-1							https://www.elgaronline.com/view/edcoll/9781788119184/9781788119184.xml|https://doi.org/10.4337/9781788119191						fulltext		Edward Elgar Publishing	Monograph		2020			Antoniadou			P					
058488065	Handbook of qualitative research methods for family business		978-1-78811-645-9							https://www.elgaronline.com/view/edcoll/9781788116442/9781788116442.xml|https://doi.org/10.4337/9781788116459						fulltext		Edward Elgar Publishing	Monograph		2020			De Massis			P					
058488057	Research handbook on entrepreneurial behavior, practice and process		978-1-78811-452-3							https://www.elgaronline.com/view/edcoll/9781788114516/9781788114516.xml|https://doi.org/10.4337/9781788114523						fulltext		Edward Elgar Publishing	Monograph		2020			Teague			P					
058488049	The entrepreneurial scholar		978-1-78990-672-1							https://www.elgaronline.com/view/9781789906714.xml|https://doi.org/10.4337/9781789906721			Dimov			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058488030	Organizational innovation : theory, research, and direction		978-1-78811-744-9							https://www.elgaronline.com/view/9781788117432.xml|https://doi.org/10.4337/9781788117449			Damanpour			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058488022	Innovation, ethics and our common futures		978-1-78990-454-3							https://www.elgaronline.com/view/9781789904536.xml|https://doi.org/10.4337/9781789904543			Ziegler			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058488014	How to become an entrepreneur in a week : the value of 7-day entrepreneurship courses		978-1-78897-928-3							https://www.elgaronline.com/view/edcoll/9781788979276/9781788979276.xml|https://doi.org/10.4337/9781788979283						fulltext		Edward Elgar Publishing	Monograph		2020			Aaboen			P					
058488006	How standards rule the world : the construction of a global control regime		978-1-78897-502-5							https://www.elgaronline.com/view/9781788975018.xml|https://doi.org/10.4337/9781788975025			Gustafsson			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058487999	Handbook of research on employee voice		978-1-78897-118-8							https://www.elgaronline.com/view/edcoll/9781788971171/9781788971171.xml|https://doi.org/10.4337/9781788971188						fulltext		Edward Elgar Publishing	Monograph		2020		Second edition	Wilkinson			P					
058487980	Handbook of quantitative research methods in entrepreneurship		978-1-78643-096-0							https://www.elgaronline.com/view/edcoll/9781786430953/9781786430953.xml|https://doi.org/10.4337/9781786430960						fulltext		Edward Elgar Publishing	Monograph		2020			Saridakis			P					
058487972	Chinese outward foreign direct investment		978-1-78811-217-8							https://www.elgaronline.com/view/Research_Reviews/9781788112161/9781788112161.xml|https://doi.org/10.4337/9781788112178						fulltext		Edward Elgar Publishing	Monograph		2020			Buckley			P					
058487964	How to get published in the best management journals?		978-1-78990-282-2							https://www.elgaronline.com/view/edcoll/9781789902815/9781789902815.xml|https://doi.org/10.4337/9781789902822						fulltext		Edward Elgar Publishing	Monograph		2020		Second edition	Wright			P					
058487956	What do entrepreneurs create? : understanding four types of ventures		978-1-78990-022-4							https://www.elgaronline.com/view/9781789900217/9781789900217.xml|https://doi.org/10.4337/9781789900224			Morris			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058487948	Technology transfer and US public sector innovation		978-1-78897-656-5							https://www.elgaronline.com/view/9781788976558/9781788976558.xml|https://doi.org/10.4337/9781788976565			Link			fulltext		Edward Elgar Publishing	Monograph		2020						P					
05848793X	Entrepreneurial intention : past, present, and future research		978-1-78897-523-0							https://www.elgaronline.com/view/9781788975223.xml|https://doi.org/10.4337/9781788975230			Douglas			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058487921	Gender, science and innovation : new perspectives		978-1-78643-897-3							https://www.elgaronline.com/view/edcoll/9781786438966/9781786438966.xml|https://doi.org/10.4337/9781786438973						fulltext		Edward Elgar Publishing	Monograph		2020			Lawton Smith			P					
058487913	Innovation management : perspectives from strategy, product, process and human resources research		978-1-78990-981-4							https://www.elgaronline.com/view/edcoll/9781789909807/9781789909807.xml|https://doi.org/10.4337/9781789909814						fulltext		Edward Elgar Publishing	Monograph		2020			"S̆kudienė"			P					
058487905	Research handbook on entrepreneurship in emerging economies : a contextualized approach		978-1-78897-371-7							https://www.elgaronline.com/view/edcoll/9781788973700/9781788973700.xml|https://doi.org/10.4337/9781788973717						fulltext		Edward Elgar Publishing	Monograph		2020			Sinha			P					
058487891	Research handbook on start-up incubation ecosystems		978-1-78897-353-3							https://www.elgaronline.com/view/edcoll/9781788973526/9781788973526.xml|https://doi.org/10.4337/9781788973533						fulltext		Edward Elgar Publishing	Monograph		2020			Novotny			P					
058487883	The future of work and employment		978-1-78643-825-6							https://www.elgaronline.com/view/edcoll/9781786438249/9781786438249.xml|https://doi.org/10.4337/9781786438256						fulltext		Edward Elgar Publishing	Monograph		2020			Wilkinson			P					
058487875	The political constitution of the corporation : a management studies view		978-1-78990-077-4							https://www.elgaronline.com/view/9781789900767.xml|https://doi.org/10.4337/9781789900774			Styhre			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058487867	Robotization of work? : Answers from popular culture, media and social sciences		978-1-83910-095-6							https://www.elgaronline.com/view/9781839100949.xml|https://doi.org/10.4337/9781839100956			Czarniawska-Joerges			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058487859	Rethinking leadership : a new look at old questions		978-1-78811-932-0							https://www.elgaronline.com/view/9781788119313.xml|https://doi.org/10.4337/9781788119320			Ladkin			fulltext		Edward Elgar Publishing	Monograph		2020		Second edition				P					
058487840	Resolving the crisis in research by changing the game : an ecosystem and a sharing philosophy		978-1-78990-664-6							https://www.elgaronline.com/view/9781789906639.xml|https://doi.org/10.4337/9781789906646			Huse			fulltext		Edward Elgar Publishing	Monograph		2020						P					
058487832	Research handbook on luxury branding		978-1-78643-635-1							https://www.elgaronline.com/view/edcoll/9781786436344/9781786436344.xml|https://doi.org/10.4337/9781786436351						fulltext		Edward Elgar Publishing	Monograph		2020			Morhart			P					
058487824	Research handbook of global leadership : making a difference		978-1-78254-535-4							https://www.elgaronline.com/view/edcoll/9781782545347/9781782545347.xml|https://doi.org/10.4337/9781782545354						fulltext		Edward Elgar Publishing	Monograph		2020			Zander			P					
058487816	How to make your doctoral research relevant : insights and strategies for the modern research environment		978-1-78897-761-6							https://www.elgaronline.com/view/edcoll/9781788977609/9781788977609.xml|https://doi.org/10.4337/9781788977616						fulltext		Edward Elgar Publishing	Monograph		2020			Welter			P					
058487808	Handbook of research on management and organizational history		978-1-78811-849-1							https://www.elgaronline.com/view/edcoll/9781788118484/9781788118484.xml|https://doi.org/10.4337/9781788118491						fulltext		Edward Elgar Publishing	Monograph		2020			Bruce			P					
058487662	The economics of agglomeration		978-1-78811-978-8							https://www.elgaronline.com/view/Research_Reviews/9781788119771/9781788119771.xml|https://doi.org/10.4337/9781788119788						fulltext		Edward Elgar Publishing	Monograph		2020			Strange			P					
058487654	Institutions and economic development		978-1-78811-885-9							https://www.elgaronline.com/view/Research_Reviews/9781788118842/9781788118842.xml|https://doi.org/10.4337/9781788118859						fulltext		Edward Elgar Publishing	Monograph		2020			Haan			P					
058487794	Empirical health economics		978-1-78811-980-1							https://www.elgaronline.com/view/Research_Reviews/9781788119795/9781788119795.xml|https://doi.org/10.4337/9781788119801						fulltext		Edward Elgar Publishing	Monograph		2019			Jones			P					
058487786	The evolution of the theory of the firm		978-1-78643-070-0							https://www.elgaronline.com/view/Research_Reviews/9781786430694/9781786430694.xml|https://doi.org/10.4337/9781786430700						fulltext		Edward Elgar Publishing	Monograph		2019			Teece			P					
058487778	Historical perspectives on sports economics : lessons from the field		978-1-78897-784-5							https://www.elgaronline.com/view/edcoll/9781788977838/9781788977838.xml|https://doi.org/10.4337/9781788977845						fulltext		Edward Elgar Publishign	Monograph		2019			Wilson			P					
05848776X	Energy innovation for the twenty-first century : accelerating the energy revolution		978-1-78811-261-1							https://www.elgaronline.com/view/9781788112604/9781788112604.xml|https://doi.org/10.4337/9781788112611			Skea			fulltext		Edward Elgar Publishing	Monograph		2019						P					
058487751	Finance, growth and inequality : post-keynesian perspectives		978-1-78897-369-4							https://www.elgaronline.com/view/edcoll/9781788973687/9781788973687.xml|https://doi.org/10.4337/9781788973694						fulltext		Edward Elgar Publishing	Monograph		2019			Rochon			P					
058487743	How to finance cohesion in Europe?		978-1-78990-260-0							https://www.elgaronline.com/view/edcoll/9781789902594/9781789902594.xml|https://doi.org/10.4337/9781789902600						fulltext		Edward Elgar Publishing	Monograph		2019			Nowotny			P					
058487735	Progressive Post-Keynesian economics : dealing with reality		978-1-78811-988-7							https://www.elgaronline.com/view/edcoll/9781788119870/9781788119870.xml|https://doi.org/10.4337/9781788119887						fulltext		Edward Elgar Publishing	Monograph		2019			Jespersen			P					
058487727	Optimal monetary policy under uncertainty		978-1-78471-719-3							https://www.elgaronline.com/view/9781784717186/9781784717186.xml|https://doi.org/10.4337/9781784717193			Froyen			fulltext		Edward Elgar Publishing	Monograph		2019		Second edition				P					
058487719	A research agenda for creative industries		978-1-78811-858-3							https://www.elgaronline.com/view/edcoll/9781788118576/9781788118576.xml|https://doi.org/10.4337/9781788118583						fulltext		Edward Elgar Publishing	Monograph		2019			Cunningham			P					
058487700	The economics of climate resilience and adaptation		978-1-78897-153-9							https://www.elgaronline.com/abstract/Research_Reviews/9781788971522/9781788971522.xml|https://doi.org/10.4337/9781788971539						fulltext		Edward Elgar Publishing	Monograph		2019			Frankhauser			P					
058487697	A modern guide to state intervention : economic policies for growth and sustainability		978-1-78990-508-3							https://www.elgaronline.com/view/edcoll/9781789905076/9781789905076.xml|https://doi.org/10.4337/9781789905083						fulltext		Edward Elgar Publishing	Monograph		2019			Karagiannis			P					
058487689	Intergenerational equity : corporate and financial leadership		978-1-78897-883-5							https://www.elgaronline.com/view/9781788978828.xml|https://doi.org/10.4337/9781788978835			Puaschunder			fulltext		Edward Elgar Publishing	Monograph		2019						P					
058487670	Encyclopedia of Islamic insurance, Takaful and Retakaful		978-1-78811-583-4							https://www.elgaronline.com/view/9781788115827/9781788115827.xml|https://doi.org/10.4337/9781788115834			Billah			fulltext		Edward Elgar Publishing	Monograph		2019						P					
058487646	Uprooting economics : a manifesto for change		978-1-78990-842-8							https://www.elgaronline.com/view/9781789908411/9781789908411.xml|https://doi.org/10.4337/9781789908428			Nooteboom			fulltext		Edward Elgar Publishing	Monograph		2019						P					
058487638	Telework in the 21st century : an evolutionary perspective		978-1-78990-375-1							https://www.elgaronline.com/view/edcoll/9781789903744/9781789903744.xml|https://doi.org/10.4337/9781789903751						fulltext		Edward Elgar Publishing	Monograph		2019			Messenger			P					
05848762X	Local accountability and national coordination in fiscal federalism : a fine balance		978-1-78897-217-8							https://www.elgaronline.com/view/9781788972161/9781788972161.xml|https://doi.org/10.4337/9781788972178			Hankla			fulltext		Edward Elgar Publishing	Monograph		2019						P					
058487611	Institutions and evolution of capitalism : essays in honour of Geoffrey M. Hodgson		978-1-78536-500-3							https://www.elgaronline.com/view/edcoll/9781785364990/9781785364990.xml|https://doi.org/10.4337/9781785365003						fulltext		Edward Elgar Publishing	Monograph		2019			Gagliardi			P					
058487603	Cultural heritage, creativity and economic development		978-1-78897-529-2							https://www.elgaronline.com/view/9781788975285.xml|https://doi.org/10.4337/9781788975292			Cerisola			fulltext		Edward Elgar Pub	Monograph		2019						P					
05848759X	Financialising city statecraft and infrastructure		978-1-78811-895-8							https://www.elgaronline.com/view/9781788118941.xml|https://doi.org/10.4337/9781788118958			Pike			fulltext		Edward Elgar Pub	Monograph		2019						P					
058487581	Global value chains		978-1-78811-444-8							https://www.elgaronline.com/view/Research_Reviews/9781788114431/9781788114431.xml|https://doi.org/10.4337/9781788114448			Humphrey			fulltext		Edward Elgar Pub	Monograph		2019	362					P					
058487573	Sustainability economics		978-1-78643-911-6							https://www.elgaronline.com/view/Research_Reviews/9781786439109/9781786439109.xml|https://doi.org/10.4337/9781786439116						fulltext		Edward Elgar Pub	Monograph		2019	361		Atkinson			P					
058487565	Regional economic advantage		978-1-78643-768-6							https://www.elgaronline.com/view/Research_Reviews/9781786437679/9781786437679.xml|https://doi.org/10.4337/9781786437686						fulltext		Edward Elgar Pub	Monograph		2019	363		Asheim			P					
058487557	Recent developments in the economics of structural change		978-1-78643-739-6							https://www.elgaronline.com/view/Research_Reviews/9781786437389/9781786437389.xml|https://doi.org/10.4337/9781786437396						fulltext		Edward Elgar Pub	Monograph		2019			Yi			P					
058487549	A research agenda for financial inclusion and microfinance		978-1-78811-422-6							https://www.elgaronline.com/view/edcoll/9781788114219/9781788114219.xml|https://doi.org/10.4337/9781788114226						fulltext		Edward Elgar Pub	Monograph		2019			Hudon			P					
058487530	The economics of adaptation and long-term relationships		978-1-78897-966-5							https://www.elgaronline.com/view/9781849800372.xml|https://doi.org/10.4337/9781788979665			Williamson			fulltext		Edward Elgar Pub	Monograph		2019						P					
058487522	The robot revolution : understanding the social and economic impact		978-1-78897-448-6							https://www.elgaronline.com/view/9781788974479.xml|https://doi.org/10.4337/9781788974486			Hudson			fulltext		Edward Elgar Pub	Monograph		2019						P					
058487514	Banks and finance in modern macroeconomics : a historical perspective		978-1-78643-153-0							https://www.elgaronline.com/view/9781786431523.xml|https://doi.org/10.4337/9781786431530			Ingrao			fulltext		Edward Elgar Pub	Monograph		2019						P					
058487506	High speed rail and China's new economic geography : impact assessment from the regional science perspective		978-1-78536-604-8							https://www.elgaronline.com/view/9781785366031.xml|https://doi.org/10.4337/9781785366048			Chen			fulltext		Edward Elgar Pub	Monograph		2019						P					
058487492	The economics of transfer pricing		978-1-78471-632-5							https://www.elgaronline.com/view/Research_Reviews/9781840648324/9781840648324.xml|https://doi.org/10.4337/9781784716325						fulltext		Edward Elgar Pub	Monograph		2019	357		Eden			P					
058487484	Financial regulation and stability : lessons from the global financial crisis		978-1-78897-365-6							https://www.elgaronline.com/view/9781788973649.xml|https://doi.org/10.4337/9781788973656			Goodhart			fulltext		Edward Elgar Pub	Monograph		2019						P					
058487476	A research agenda for tourism geographies		978-1-78643-931-4							https://www.elgaronline.com/view/edcoll/9781786439307/9781786439307.xml|https://doi.org/10.4337/9781786439314						fulltext		Edward Elgar Pub	Monograph		2019			Müller			P					
058487468	Recent developments in the economics of housing		978-1-78811-201-7							https://www.elgaronline.com/view/Research_Reviews/9781788112000/9781788112000.xml|https://doi.org/10.4337/9781788112017						fulltext		Edward Elgar Pub	Monograph		2019			Ioannides			P					
05848745X	The political economy of non-territorial exit : cryptosecession		978-1-78897-938-2							https://www.elgaronline.com/view/9781788979375.xml|https://doi.org/10.4337/9781788979382			MacDonald			fulltext		Edward Elgar Pub	Monograph		2019						P					
058487441	Federalism in China and Russia : story of success and story of failure?		978-1-78897-219-2							https://www.elgaronline.com/view/9781788972185/9781788972185.xml|https://doi.org/10.4337/9781788972192			Libman			fulltext		Edward Elgar Pub	Monograph		2019						P					
058487433	Transforming industrial policy for the digital age : production, territories and structural change		978-1-78897-615-2							https://www.elgaronline.com/view/edcoll/9781788976145/9781788976145.xml|https://doi.org/10.4337/9781788976152						fulltext		Edward Elgar Pub	Monograph		2019			Bianchi			P					
058487425	Handbook of regional growth and development theories		978-1-78897-002-0							https://www.elgaronline.com/view/edcoll/9781788970013/9781788970013.xml|https://doi.org/10.4337/9781788970020						fulltext		Edward Elgar Pub	Monograph		2019		Revised and extended second edition	Capello			P					
058487417	A model for Islamic development : an approach in Islamic moral economy		978-1-78811-673-2							https://www.elgaronline.com/view/9781788116725/9781788116725.xml|https://doi.org/10.4337/9781788116732			Jan			fulltext		Edward Elgar Pub	Monograph		2019						P					
058487409	A research agenda for economic anthropology		978-1-78811-610-7							https://www.elgaronline.com/view/edcoll/9781788116091/9781788116091.xml|https://doi.org/10.4337/9781788116107						fulltext		Edward Elgar Pub	Monograph		2019			Carrier			P					
058487395	Handbook on green growth		978-1-78811-068-6							https://www.elgaronline.com/view/edcoll/9781788110679/9781788110679.xml|https://doi.org/10.4337/9781788110686						fulltext		Edward Elgar Pub	Monograph		2019			Fouquet			P					
058487387	Handbook of research methods and applications in experimental economics		978-1-78811-056-3							https://www.elgaronline.com/view/edcoll/9781788110556/9781788110556.xml|https://doi.org/10.4337/9781788110563						fulltext		Edward Elgar Pub	Monograph		2019			Schram			P					
058487379	Dumping and antidumping trade protection		978-1-78811-440-0							https://www.elgaronline.com/view/Research_Reviews/9781788114394/9781788114394.xml|https://doi.org/10.4337/9781788114400						fulltext		Edward Elgar Pub	Monograph		2019	356		Blonigen			P					
058487360	Debt and economic performance		978-1-78643-909-3							https://www.elgaronline.com/view/Research_Reviews/9781786439086/9781786439086.xml|https://doi.org/10.4337/9781786439093						fulltext		Edward Elgar Pub	Monograph		2019	355		Checherita-Westphal			P					
058487352	The economics of fairness		978-1-78536-770-0							https://www.elgaronline.com/view/Research_Reviews/9781848443259/9781848443259.xml|https://doi.org/10.4337/9781785367700						fulltext		Edward Elgar Pub	Monograph		2019	354		Cappelen			P					
058487344	Resilience and urban disasters : surviving cities		978-1-78897-010-5							https://www.elgaronline.com/view/edcoll/9781788970099/9781788970099.xml|https://doi.org/10.4337/9781788970105						fulltext		Edward Elgar Pub	Monograph		2019			Borsekova			P					
058487336	A research agenda for cultural economics		978-1-78811-231-4							https://www.elgaronline.com/view/edcoll/9781788112307/9781788112307.xml|https://doi.org/10.4337/9781788112314						fulltext		Edward Elgar Pub	Monograph		2019			Cameron			P					
058487328	Economics as anatomy : radical innovation in empirical economics		978-1-78643-486-9							https://www.elgaronline.com/view/9781786434852.xml|https://doi.org/10.4337/9781786434869			Swann			fulltext		Edward Elgar Pub	Monograph		2019						P					
058487301	Religion and finance : comparing the approaches of Judaism, Christianity and Islam		978-0-85793-903-6							https://www.elgaronline.com/view/9780857939029/9780857939029.xml|https://doi.org/10.4337/9780857939036			Lewis			fulltext		Edward Elgar Pub	Monograph		2019						P					
058487298	International yearbook of industrial statistics 2019		978-1-78897-789-0							https://www.elgaronline.com/view/9781788977883.xml|https://doi.org/10.4337/9781788977890						fulltext		Edward Elgar Publishing Limited	Monograph		2019						P					
05848728X	Minsky's moment : an insider's view on the economics of Hyman Minsky		978-1-78897-373-1							https://www.elgaronline.com/view/9781788973724.xml|https://doi.org/10.4337/9781788973731			Ferri			fulltext		Edward Elgar Publishing	Monograph		2019						P					
058487271	The ethics of competition : how a competitive society is good for all		978-1-78897-299-4							https://www.elgaronline.com/view/9781788972987/9781788972987.xml|https://doi.org/10.4337/9781788972994			Lütge			fulltext		Edward Elgar Publishing	Monograph		2019						P					
058487263	The Elgar companion to John Maynard Keynes		978-1-78811-856-9							https://www.elgaronline.com/view/edcoll/9781847200082/9781847200082.xml|https://doi.org/10.4337/9781788118569						fulltext		Edward Elgar Publishing	Monograph		2019			Dimand			P					
